tavg,tx,tn,rhavg,rhx,rhn,td,ddavg,ffavg,rr,lwavg,pavg,gSunRadavg,tgavg_5_cm,tgavg_10_cm,tgavg_30_cm,smavg_10_cm,smavg_30_cm,tavg50,tx50,tn50
1.9,2.0,1.8,100.0,100.0,100.0,1.9,356.9,9.3,0.2,9,,,,,,,,,,
1.7000000000000002,1.8,1.6,100.0,100.0,100.0,1.7000000000000002,335.4,7.4,0.0,9,,,,,,,,,,
1.6,1.6,1.5,100.0,100.0,100.0,1.6,12.8,6.6,0.0,9,,,,,,,,,,
1.5,1.6,1.4,100.0,100.0,100.0,1.5,346.1,7.8,0.2,9,,,,,,,,,,
1.3,1.5,1.2,100.0,100.0,100.0,1.3,348.0,5.8,0.2,9,,,,,,,,,,
1.2,1.3,1.1,100.0,100.0,100.0,1.2,358.7,5.6,0.0,9,,,,,,,,,,
1.0,1.1,0.8,100.0,100.0,100.0,1.0,17.9,7.3,0.2,9,,,,,,,,,,
0.7000000000000001,0.8,0.7000000000000001,100.0,100.0,100.0,0.7000000000000001,1.6,6.4,0.2,9,,,,,,,,,,
0.6000000000000001,0.7000000000000001,0.4,100.0,100.0,100.0,0.6000000000000001,359.1,5.3,0.2,9,,,,,,,,,,
0.4,0.5,0.4,100.0,100.0,100.0,0.4,13.3,6.6,0.2,8,,,,,,,,,,
0.30000000000000004,0.4,0.2,100.0,100.0,100.0,0.30000000000000004,11.6,8.2,0.0,10,,,,,,,,,,
0.2,0.2,0.1,100.0,100.0,100.0,0.2,357.5,8.1,0.2,10,,,,,,,,,,
0.1,0.2,0.1,100.0,100.0,100.0,0.1,343.7,6.1,0.0,10,,,,,,,,,,
0.0,0.1,0.0,100.0,100.0,100.0,0.0,342.6,4.7,0.0,10,,,,,,,,,,
0.0,0.0,-0.1,100.0,100.0,100.0,0.0,62.6,5.8,0.0,10,,,,,,,,,,
-0.1,0.0,-0.1,100.0,100.0,100.0,-0.1,340.5,5.2,0.0,10,,,,,,,,,,
-0.2,-0.1,-0.30000000000000004,100.0,100.0,100.0,-0.2,28.2,0.6000000000000001,0.0,10,,,,,,,,,,
-0.30000000000000004,-0.2,-0.30000000000000004,100.0,100.0,100.0,-0.30000000000000004,30.8,0.0,0.0,10,,,,,,,,,,
-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,100.0,100.0,100.0,-0.30000000000000004,28.4,0.0,0.0,10,,,,,,,,,,
-0.30000000000000004,-0.2,-0.30000000000000004,100.0,100.0,100.0,-0.30000000000000004,28.5,0.0,0.0,9,,,,,,,,,,
-0.2,-0.1,-0.2,98.6,99.7,97.6,-0.4,26.2,0.0,0.0,9,,,,,,,,,,
-0.1,-0.1,-0.2,97.8,98.2,97.2,-0.4,26.2,0.0,0.0,9,,,,,,,,,,
-0.1,0.0,-0.1,97.1,97.5,96.8,-0.5,22.4,0.0,0.0,9,,,,,,,,,,
0.0,0.0,-0.1,96.5,97.3,95.7,-0.5,34.4,0.0,0.0,9,,,,,,,,,,
0.1,0.1,0.0,94.2,95.7,92.5,-0.7000000000000001,41.4,0.0,0.0,9,,,,,,,,,,
0.1,0.1,0.0,92.1,93.0,91.2,-1.0,21.7,0.0,0.0,9,,,,,,,,,,
0.0,0.1,0.0,90.6,90.9,89.7,-1.3,38.4,0.0,0.0,9,,,,,,,,,,
-0.1,0.0,-0.1,89.5,90.8,87.8,-1.6,17.5,0.0,0.0,8,,,,,,,,,,
-0.2,-0.1,-0.30000000000000004,88.4,89.3,87.8,-1.9,30.0,0.0,0.0,8,,,,,,,,,,
-0.4,-0.30000000000000004,-0.5,87.4,88.3,86.2,-2.2,65.8,0.0,0.0,7,,,,,,,,,,
-0.5,-0.5,-0.6000000000000001,87.1,87.9,86.7,-2.4,37.0,0.0,0.0,6,,,,,,,,,,
-0.6000000000000001,-0.6000000000000001,-0.7000000000000001,86.5,87.2,85.7,-2.6,16.8,0.0,0.0,6,,,,,,,,,,
-0.7000000000000001,-0.6000000000000001,-0.7000000000000001,84.9,85.8,83.6,-2.9,24.4,0.0,0.0,5,,,,,,,,,,
-0.8,-0.7000000000000001,-0.9,83.3,85.1,81.7,-3.3,327.4,0.0,0.0,5,,,,,,,,,,
-0.9,-0.9,-0.9,82.2,83.2,81.3,-3.5,56.8,0.0,0.0,4,,,,,,,,,,
-1.0,-1.0,-1.0,82.9,83.7,81.8,-3.5,9.8,0.0,0.0,4,,,,,,,,,,
-1.0,-1.0,-1.1,81.7,82.5,80.4,-3.7,339.7,0.0,0.0,4,,,,,,,,,,
-1.1,-1.0,-1.2,80.9,81.5,80.2,-4.0,21.4,0.0,0.0,4,,,,,,,,,,
-1.2,-1.1,-1.4,80.1,81.3,79.6,-4.2,352.7,0.0,0.0,3,,,,,,,,,,
-1.5,-1.4,-1.6,80.6,81.4,79.2,-4.4,92.3,0.0,0.0,3,,,,,,,,,,
-1.7000000000000002,-1.6,-1.8,80.5,81.0,79.9,-4.6,132.3,0.0,0.0,3,,,,,,,,,,
-1.9,-1.8,-2.0,80.4,81.1,79.7,-4.8,17.9,0.0,0.0,3,,,,,,,,,,
-2.0,-1.9,-2.0,80.7,81.8,79.8,-4.9,17.1,0.0,0.0,3,,,,,,,,,,
-2.1,-2.0,-2.2,81.1,82.1,79.7,-4.9,47.9,0.0,0.0,2,,,,,,,,,,
-2.3,-2.2,-2.4,82.1,83.8,80.7,-4.9,24.5,0.0,0.0,2,,,,,,,,,,
-2.5,-2.4,-2.5,85.7,86.9,83.8,-4.6,358.2,0.0,0.0,2,,,,,,,,,,
-2.4,-2.4,-2.5,84.2,86.1,83.2,-4.7,28.7,0.0,0.0,2,,,,,,,,,,
-2.3,-2.3,-2.4,83.0,83.8,81.4,-4.8,359.4,0.0,0.0,2,,,,,,,,,,
-2.3,-2.3,-2.4,82.1,83.1,81.2,-4.9,11.3,0.0,0.0,2,,,,,,,,,,
-2.4,-2.3,-2.6,84.5,87.0,81.5,-4.7,288.7,0.0,0.0,2,,,,,,,,,,
-2.5,-2.5,-2.6,86.6,87.7,85.9,-4.4,74.6,0.0,0.0,2,,,,,,,,,,
-2.6,-2.5,-2.7,88.3,88.8,87.7,-4.3,2.6,0.0,0.0,3,,,,,,,,,,
-2.6,-2.5,-2.7,88.8,89.3,88.1,-4.2,23.5,0.0,0.0,3,,,,,,,,,,
-2.7,-2.6,-2.8,90.4,91.2,89.0,-4.1,337.6,0.0,0.0,3,,,,,,,,,,
-2.6,-2.6,-2.7,91.3,91.8,90.7,-3.8,235.2,0.0,0.0,3,,,,,,,,,,
-2.7,-2.6,-2.8,91.1,91.6,90.9,-3.9,12.8,0.0,0.0,3,,,,,,,,,,
-2.8,-2.7,-2.9,91.4,91.7,90.9,-4.0,10.2,0.0,0.0,2,,,,,,,,,,
-2.8,-2.7,-2.9,91.5,91.9,91.1,-4.0,45.1,0.0,0.0,2,,,,,,,,,,
-2.9,-2.7,-2.9,91.7,92.1,91.1,-4.1,286.0,0.0,0.0,2,,,,,,,,,,
-2.8,-2.7,-2.9,91.0,91.5,90.7,-4.1,40.8,0.0,0.0,2,,,,,,,,,,
-2.9,-2.8,-2.9,91.3,92.3,90.6,-4.1,337.2,0.0,0.0,2,,,,,,,,,,
-2.8,-2.8,-2.9,91.9,92.7,91.0,-3.9,12.3,0.0,0.0,2,,,,,,,,,,
-2.8,-2.8,-2.9,89.0,90.3,88.2,-4.4,44.6,0.0,0.0,2,,,,,,,,,,
-2.9,-2.8,-2.9,88.0,88.5,86.8,-4.6,47.3,0.0,0.0,2,,,,,,,,,,
-2.8,-2.7,-2.8,85.1,87.0,82.4,-5.0,4.1,0.0,0.0,2,,,,,,,,,,
-2.9,-2.8,-2.9,81.7,82.5,80.6,-5.6,107.6,0.0,0.0,1,,,,,,,,,,
-2.9,-2.8,-2.9,81.4,82.1,80.7,-5.6,18.5,0.0,0.0,1,,,,,,,,,,
-2.9,-2.8,-2.9,81.0,81.6,80.1,-5.7,12.5,0.0,0.0,1,,,,,,,,,,
-2.9,-2.9,-3.0,79.6,81.0,78.4,-5.9,3.6,0.0,0.0,1,,,,,,,,,,
-3.0,-3.0,-3.1,77.9,78.8,76.9,-6.3,37.6,0.0,0.0,1,,,,,,,,,,
-3.1,-3.1,-3.1,77.8,78.6,76.8,-6.4,12.2,0.0,0.0,1,,,,,,,,,,
-3.1,-3.1,-3.1,77.4,78.6,76.3,-6.5,356.6,0.0,0.0,1,,,,,,,,,,
-3.2,-3.1,-3.3,77.1,77.5,76.3,-6.6,32.9,0.0,0.0,1,,,,,,,,,,
-3.3,-3.3,-3.4,76.8,77.8,76.0,-6.8,46.0,0.0,0.0,1,,,,,,,,,,
-3.3,-3.2,-3.4,76.5,78.0,75.6,-6.8,348.5,0.0,0.0,1,,,,,,,,,,
-3.2,-3.2,-3.3,75.9,76.5,75.0,-6.8,353.1,0.0,0.0,1,,,,,,,,,,
-3.3,-3.2,-3.4,75.2,76.1,74.5,-7.1,11.2,0.0,0.0,1,,,,,,,,,,
-3.4,-3.3,-3.4,75.1,76.0,74.4,-7.2,39.3,0.0,0.0,1,,,,,,,,,,
-3.4,-3.4,-3.5,75.3,76.3,74.2,-7.1,0.7000000000000001,0.0,0.0,0,,,,,,,,,,
-3.6,-3.5,-3.7,75.4,76.0,74.9,-7.3,332.2,0.0,0.0,0,,,,,,,,,,
-3.7,-3.7,-3.8,74.7,75.7,73.8,-7.5,81.6,0.0,0.0,0,,,,,,,,,,
-3.9,-3.8,-4.0,75.3,76.4,73.8,-7.6,342.9,0.0,0.0,0,,,,,,,,,,
-4.0,-4.0,-4.1,75.3,75.8,74.6,-7.7,30.7,0.0,0.0,0,,,,,,,,,,
-4.1,-4.1,-4.2,74.8,75.8,73.9,-7.9,41.1,0.0,0.0,0,,,,,,,,,,
-4.2,-4.1,-4.2,74.0,75.0,72.2,-8.1,77.9,0.0,0.0,0,,,,,,,,,,
-4.3,-4.2,-4.3,72.8,73.9,71.6,-8.4,339.2,0.0,0.0,0,,,,,,,,,,
-4.3,-4.3,-4.4,71.4,73.2,70.0,-8.7,5.9,0.0,0.0,0,,,,,,,,,,
-4.3,-4.3,-4.4,68.4,69.7,67.5,-9.2,68.9,0.0,0.0,0,,,,,,,,,,
-4.3,-4.3,-4.4,68.6,69.5,66.8,-9.2,17.3,0.0,0.0,0,,,,,,,,,,
-4.4,-4.3,-4.4,69.5,70.4,67.6,-9.1,316.2,0.0,0.0,0,,,,,,,,,,
-4.4,-4.4,-4.5,70.3,71.4,69.0,-9.0,18.5,0.0,0.0,0,,,,,,,,,,
-4.4,-4.4,-4.5,68.3,69.1,67.3,-9.4,7.1,0.0,0.0,0,,,,,,,,,,
-4.4,-4.3,-4.4,68.6,69.8,67.5,-9.3,10.4,0.0,0.0,0,,,,,,,,,,
-4.4,-4.3,-4.4,67.5,69.6,65.9,-9.5,346.7,0.0,0.0,0,,,,,,,,,,
-4.4,-4.3,-4.4,66.4,68.2,64.8,-9.7,356.4,0.0,0.0,0,,,,,,,,,,
-4.3,-4.3,-4.3,66.1,67.3,64.9,-9.7,14.0,0.0,0.0,0,,,,,,,,,,
-4.2,-4.0,-4.2,66.2,67.7,64.8,-9.6,327.3,0.0,0.0,0,,,,,,,,,,
-4.0,-3.9,-4.1,64.1,67.7,62.8,-9.8,9.1,0.0,0.0,0,,,,,,,,,,
-3.8,-3.7,-3.9,63.0,64.2,61.0,-9.8,328.5,0.0,0.0,0,,,,,,,,,,
-3.9,-3.8,-4.0,61.3,62.6,60.1,-10.2,314.9,0.0,0.0,0,,,,,,,,,,
-3.8,-3.7,-3.9,61.1,62.5,59.2,-10.2,327.7,0.0,0.0,0,,,,,,,,,,
-3.6,-3.4,-3.8,62.1,64.1,60.3,-9.8,15.5,0.0,0.0,0,,,,,,,,,,
-3.6,-3.4,-3.7,61.4,62.3,60.5,-9.9,326.5,0.0,0.0,0,,,,,,,,,,
-3.7,-3.6,-3.7,60.8,62.3,59.2,-10.2,352.9,0.0,0.0,0,,,,,,,,,,
-3.6,-3.6,-3.7,61.1,61.7,60.1,-10.0,329.5,0.0,0.0,0,,,,,,,,,,
-3.6,-3.5,-3.6,61.9,62.6,60.8,-9.8,332.8,0.0,0.0,0,,,,,,,,,,
-3.4,-3.4,-3.5,61.2,62.4,59.2,-9.8,340.5,0.0,0.0,0,,,,,,,,,,
-3.4,-3.3,-3.5,60.7,61.9,59.6,-9.9,352.8,0.0,0.0,0,,,,,,,,,,
-3.4,-3.3,-3.4,61.0,62.6,59.7,-9.8,2.0,0.0,0.0,0,,,,,,,,,,
-3.4,-3.3,-3.4,62.9,64.8,61.1,-9.4,20.7,0.0,0.0,0,,,,,,,,,,
-3.4,-3.4,-3.5,63.6,65.4,62.1,-9.3,7.2,0.0,0.0,0,,,,,,,,,,
-3.4,-3.4,-3.4,64.7,66.4,63.2,-9.1,359.6,0.0,0.0,0,,,,,,,,,,
-3.4,-3.4,-3.4,65.2,66.2,64.3,-9.0,8.2,0.0,0.0,0,,,,,,,,,,
-3.4,-3.4,-3.4,65.3,67.8,63.2,-9.0,16.4,0.0,0.0,0,,,,,,,,,,
-3.4,-3.4,-3.5,65.8,67.8,63.9,-8.9,46.4,0.0,0.0,0,,,,,,,,,,
-3.4,-3.4,-3.4,65.9,68.0,64.4,-8.9,358.4,0.0,0.0,0,,,,,,,,,,
-3.4,-3.3,-3.4,66.0,67.2,65.3,-8.8,47.6,0.0,0.0,0,,,,,,,,,,
-3.4,-3.3,-3.4,67.5,69.5,65.8,-8.5,6.6,0.0,0.0,0,,,,,,,,,,
-3.3,-3.3,-3.4,66.7,67.8,65.7,-8.6,5.7,0.0,0.0,0,,,,,,,,,,
-3.3,-3.3,-3.4,65.6,67.8,63.6,-8.8,352.0,0.0,0.0,0,,,,,,,,,,
-3.4,-3.3,-3.4,67.1,67.9,66.3,-8.6,179.5,0.0,0.0,0,,,,,,,,,,
-3.4,-3.4,-3.4,67.8,69.2,66.2,-8.5,343.6,0.0,0.0,0,,,,,,,,,,
-3.5,-3.4,-3.5,67.3,68.3,66.0,-8.7,9.8,0.0,0.0,0,,,,,,,,,,
-3.6,-3.5,-3.8,68.2,69.9,66.6,-8.6,0.4,0.0,0.0,0,,,,,,,,,,
-3.8,-3.8,-3.8,67.9,69.5,65.9,-8.9,342.3,0.0,0.0,0,,,,,,,,,,
-3.8,-3.8,-3.8,69.8,71.3,68.0,-8.5,358.0,0.0,0.0,0,,,,,,,,,,
-3.8,-3.8,-3.9,71.4,72.6,69.9,-8.2,355.3,0.0,0.0,0,,,,,,,,,,
-3.9,-3.8,-4.0,73.7,74.9,70.3,-7.9,57.5,0.0,0.0,0,,,,,,,,,,
-4.2,-4.0,-4.4,75.0,75.8,74.5,-8.0,18.6,0.0,0.0,0,,,,,,,,,,
-4.7,-4.4,-4.8,76.7,78.6,73.4,-8.2,350.2,0.0,0.0,0,,,,,,,,,,
-5.0,-4.7,-5.3,79.0,79.4,78.1,-8.1,110.3,0.0,0.0,1,,,,,,,,,,
-5.5,-5.4,-5.5,80.3,81.1,79.6,-8.4,116.6,0.0,0.0,1,,,,,,,,,,
-5.7,-5.5,-5.9,80.4,81.4,79.8,-8.5,128.9,0.0,0.0,1,,,,,,,,,,
-5.7,-5.6,-5.8,80.3,80.9,79.8,-8.5,74.2,0.0,0.0,1,,,,,,,,,,
-5.8,-5.7,-5.9,79.8,80.4,79.2,-8.7,96.8,0.0,0.0,1,,,,,,,,,,
-6.0,-5.8,-6.2,80.8,81.9,79.6,-8.8,291.8,0.0,0.0,0,,,,,,,,,,
-5.7,-5.4,-5.9,78.6,80.1,77.0,-8.8,331.9,0.0,0.0,0,,,,,,,,,,
-5.6,-5.3,-6.2,77.6,79.5,76.2,-8.9,75.0,0.0,0.0,1,,,,,,,,,,
-6.8,-6.3,-7.2,85.2,87.7,81.3,-8.9,144.4,0.0,0.0,0,,,,,,,,,,
-6.6,-6.3,-6.8,85.7,86.7,84.4,-8.6,149.9,0.0,0.0,0,,,,,,,,,,
-6.2,-6.0,-6.5,83.1,84.5,81.5,-8.6,143.3,0.0,0.0,0,,,,,,,,,,
-6.3,-5.9,-6.5,82.1,84.1,81.0,-8.8,176.5,0.0,0.0,0,,,,,,,,,,
-6.2,-5.8,-6.5,83.3,84.4,81.8,-8.6,294.1,0.0,0.0,0,,,,,,,,,,
-5.7,-5.5,-5.8,82.2,83.1,81.0,-8.2,245.2,0.0,0.0,1,,,,,,,,,,
-5.2,-4.8,-5.5,80.5,81.9,79.1,-8.0,235.9,0.0,0.0,1,,,,,,,,,,
-4.3,-4.1,-4.7,77.3,79.7,75.3,-7.7,288.1,1.7000000000000002,0.0,2,,,,,,,,,,
-3.9,-3.7,-4.1,76.6,78.0,75.3,-7.4,309.6,3.8,0.0,1,,,,,,,,,,
-3.0,-2.6,-3.6,74.1,76.4,72.2,-7.0,3.1,3.8,0.0,0,,,,,,,,,,
-2.0,-1.4,-2.7,72.6,75.1,69.5,-6.3,6.8,3.3,0.0,0,,,,,,,,,,
-1.5,-1.0,-1.8,71.2,72.7,69.9,-6.0,14.4,4.6,0.0,0,,,,,,,,,,
-1.3,-1.1,-1.6,71.5,72.9,69.5,-5.8,336.9,4.7,0.0,0,,,,,,,,,,
-0.7000000000000001,-0.30000000000000004,-1.0,70.2,72.6,67.8,-5.4,334.6,3.8,0.0,0,,,,,,,,,,
-0.4,0.1,-1.0,69.1,71.2,67.5,-5.4,346.0,4.4,0.0,0,,,,,,,,,,
0.2,0.8,-0.30000000000000004,67.8,69.3,66.5,-5.0,46.6,4.3,0.0,0,,,,,,,,,,
0.5,0.8,0.2,65.1,67.2,62.4,-5.3,2.2,3.9,0.0,0,,,,,,,,,,
0.30000000000000004,0.7000000000000001,-0.1,63.2,65.7,59.9,-5.8,38.2,4.0,0.0,0,,,,,,,,,,
0.2,0.5,-0.1,62.5,63.7,58.4,-6.1,38.9,3.4,0.0,0,,,,,,,,,,
-0.2,0.0,-0.6000000000000001,63.4,65.6,61.4,-6.3,68.7,2.5,0.0,0,,,,,,,,,,
-1.5,-0.7000000000000001,-1.9,65.8,67.1,63.9,-7.1,57.2,0.6000000000000001,0.0,0,,,,,,,,,,
-2.2,-1.9,-2.4,66.9,67.8,66.3,-7.5,81.6,0.9,0.0,0,,,,,,,,,,
-2.5,-2.4,-2.6,68.3,69.0,67.9,-7.5,96.0,2.4,0.0,0,,,,,,,,,,
-2.8,-2.5,-3.1,71.1,73.8,68.5,-7.3,91.5,2.1,0.0,0,,,,,,,,,,
-3.3,-3.1,-3.4,76.0,77.1,74.2,-6.9,83.7,3.2,0.0,1,,,,,,,,,,
-3.3,-3.1,-3.4,77.7,78.0,77.4,-6.6,131.1,2.7,0.0,2,,,,,,,,,,
-3.0,-3.0,-3.1,76.9,77.3,76.2,-6.5,144.1,3.4,0.0,1,,,,,,,,,,
-2.9,-2.7,-3.1,75.9,77.0,74.0,-6.5,112.9,3.0,0.0,1,,,,,,,,,,
-3.5,-2.9,-4.1,78.6,82.3,75.2,-6.7,142.8,4.7,0.0,1,,,,,,,,,,
-4.0,-3.4,-4.5,81.3,83.9,78.2,-6.7,146.8,3.3,0.0,2,,,,,,,,,,
-4.3,-4.1,-4.4,83.1,83.7,81.7,-6.7,149.5,3.1,0.0,1,,,,,,,,,,
-4.0,-3.9,-4.2,79.4,81.0,78.6,-7.0,224.8,1.0,0.0,1,,,,,,,,,,
-4.0,-3.9,-4.1,78.7,79.4,78.1,-7.1,204.4,2.2,0.0,1,,,,,,,,,,
-4.3,-4.0,-4.8,80.4,82.6,79.4,-7.2,166.2,2.8,0.0,1,,,,,,,,,,
-4.9,-4.7,-5.1,84.3,85.4,83.2,-7.1,166.1,4.0,0.0,1,,,,,,,,,,
-5.0,-4.8,-5.3,84.7,85.5,83.8,-7.2,159.0,3.5,0.0,1,,,,,,,,,,
-5.3,-5.1,-5.5,86.4,87.2,85.4,-7.2,152.2,3.0,0.0,1,,,,,,,,,,
-5.4,-5.1,-5.7,86.3,87.7,84.9,-7.3,166.1,2.9,0.0,0,,,,,,,,,,
-5.6,-5.5,-5.7,87.8,88.6,87.1,-7.3,162.3,3.3,0.0,0,,,,,,,,,,
-5.8,-5.5,-6.1,88.4,89.9,87.6,-7.4,152.2,1.2,0.0,0,,,,,,,,,,
-5.9,-5.7,-6.2,87.8,89.3,86.3,-7.6,161.8,4.0,0.0,0,,,,,,,,,,
-5.9,-5.7,-6.0,87.1,87.9,86.2,-7.7,181.7,3.5,0.0,0,,,,,,,,,,
-6.0,-5.6,-6.2,86.8,87.8,85.1,-7.8,42.2,1.3,0.0,0,,,,,,,,,,
-6.8,-6.3,-7.2,89.6,92.1,86.9,-8.2,160.2,2.3,0.0,0,,,,,,,,,,
-6.9,-6.6,-7.3,91.7,93.1,90.4,-8.0,168.9,2.2,0.0,0,,,,,,,,,,
-6.4,-6.2,-6.6,89.5,91.9,88.5,-7.8,258.3,2.2,0.0,0,,,,,,,,,,
-6.8,-6.5,-7.0,91.1,92.4,88.5,-8.0,226.6,2.5,0.0,0,,,,,,,,,,
-6.8,-6.7,-7.0,91.8,92.8,91.0,-7.9,206.6,3.3,0.0,0,,,,,,,,,,
-6.9,-6.5,-7.3,92.0,93.4,90.6,-8.0,176.0,3.3,0.0,0,,,,,,,,,,
-6.7,-6.3,-6.8,89.8,91.2,88.8,-8.1,166.2,5.2,0.0,0,,,,,,,,,,
-6.6,-6.4,-6.9,88.9,89.9,87.8,-8.1,165.5,4.5,0.0,0,,,,,,,,,,
-6.8,-6.6,-7.1,89.7,91.1,88.9,-8.2,167.7,3.8,0.0,0,,,,,,,,,,
-6.5,-6.3,-6.7,89.7,90.7,89.2,-7.9,165.6,5.0,0.0,0,,,,,,,,,,
-6.0,-5.5,-6.4,88.5,89.7,86.7,-7.6,157.2,4.8,0.0,0,,,,,,,,,,
-5.0,-4.6,-5.4,85.1,86.3,83.2,-7.1,316.9,2.4,0.0,1,,,,,,,,,,
-4.1,-2.0,-5.0,85.1,87.1,81.1,-6.2,109.4,1.1,0.0,1,,,,,,,,,,
-2.7,-1.7000000000000002,-3.2,81.2,84.1,77.2,-5.5,155.8,2.6,0.0,3,,,,,,,,,,
-1.7000000000000002,-1.2,-2.4,76.3,80.0,73.0,-5.3,347.2,3.6,0.0,5,,,,,,,,,,
-1.7000000000000002,-1.0,-2.4,81.7,83.7,78.9,-4.4,337.4,2.9,0.0,8,,,,,,,,,,
-1.0,-0.4,-1.3,80.8,83.6,78.0,-3.9,326.5,4.7,0.0,9,,,,,,,,,,
-0.30000000000000004,0.0,-0.5,79.6,81.5,77.5,-3.4,335.9,5.0,0.0,8,,,,,,,,,,
0.4,0.8,0.1,75.4,78.3,73.8,-3.4,303.8,4.7,0.0,3,,,,,,,,,,
1.2,2.1,0.6000000000000001,72.6,76.4,67.6,-3.2,322.1,5.3,0.0,1,,,,,,,,,,
2.1,2.4,1.8,68.2,69.9,66.5,-3.1,345.0,5.4,0.0,0,,,,,,,,,,
1.9,2.2,1.5,66.6,68.6,64.6,-3.6,3.2,5.7,0.0,0,,,,,,,,,,
1.9,2.4,1.5,68.0,70.4,66.0,-3.4,292.8,3.8,0.0,0,,,,,,,,,,
1.3,1.7000000000000002,1.0,71.4,73.3,68.9,-3.3,66.7,3.9,0.0,0,,,,,,,,,,
1.1,1.5,0.6000000000000001,72.4,73.7,70.7,-3.3,351.3,2.7,0.0,0,,,,,,,,,,
-0.5,0.4,-1.2,75.7,78.1,73.4,-4.3,3.0,2.7,0.0,1,,,,,,,,,,
-1.6,-1.2,-2.0,79.0,79.5,77.9,-4.8,62.9,2.2,0.0,4,,,,,,,,,,
-1.9,-1.8,-2.2,79.8,80.5,79.3,-4.9,79.2,2.7,0.0,3,,,,,,,,,,
-1.9,-1.8,-2.0,79.9,81.3,77.8,-4.9,101.8,4.0,0.0,3,,,,,,,,,,
-1.9,-1.7000000000000002,-2.1,80.1,81.8,76.1,-4.9,169.8,4.6,0.0,3,,,,,,,,,,
-2.3,-2.0,-2.6,83.1,84.3,81.8,-4.8,176.7,2.2,0.0,3,,,,,,,,,,
-2.4,-2.2,-2.7,80.9,82.2,79.4,-5.2,180.7,3.2,0.0,3,,,,,,,,,,
-2.7,-2.6,-2.8,81.6,82.7,80.9,-5.4,163.1,3.8,0.0,3,,,,,,,,,,
-2.9,-2.8,-3.2,82.9,84.1,82.5,-5.4,164.9,5.2,0.0,3,,,,,,,,,,
-3.1,-2.9,-3.4,83.7,84.6,82.9,-5.5,183.8,5.2,0.0,3,,,,,,,,,,
-2.9,-2.6,-3.4,84.2,86.1,82.8,-5.2,187.9,6.4,0.0,3,,,,,,,,,,
-2.9,-2.8,-3.1,83.7,84.8,82.4,-5.3,185.5,6.3,0.0,1,,,,,,,,,,
-3.0,-2.8,-3.2,83.7,85.0,82.2,-5.4,151.1,5.0,0.0,1,,,,,,,,,,
-2.9,-2.7,-3.1,82.2,83.4,80.8,-5.5,180.3,2.3,0.0,1,,,,,,,,,,
-2.7,-2.1,-3.2,80.8,83.8,76.9,-5.5,164.3,2.6,0.0,1,,,,,,,,,,
-2.4,-2.2,-2.6,78.0,79.0,76.8,-5.7,241.8,2.7,0.0,1,,,,,,,,,,
-2.4,-2.1,-2.7,77.6,79.3,76.1,-5.8,246.6,2.8,0.0,1,,,,,,,,,,
-2.7,-2.6,-2.8,79.4,80.3,78.5,-5.8,358.0,0.6000000000000001,0.0,3,,,,,,,,,,
-3.2,-2.7,-3.6,82.2,84.1,80.0,-5.8,141.0,2.0,0.0,2,,,,,,,,,,
-3.3,-3.1,-3.6,83.5,84.6,82.0,-5.7,182.8,2.5,0.0,3,,,,,,,,,,
-3.3,-2.9,-3.6,84.3,86.3,82.4,-5.6,347.4,2.5,0.0,3,,,,,,,,,,
-3.7,-3.0,-4.3,87.0,90.3,83.7,-5.5,180.0,1.9,0.0,4,,,,,,,,,,
-4.0,-3.7,-4.6,90.5,93.1,87.9,-5.3,150.3,3.0,0.0,2,,,,,,,,,,
-3.3,-3.0,-3.7,87.1,89.9,84.9,-5.1,147.6,2.8,0.0,1,,,,,,,,,,
-3.2,-2.7,-3.9,85.4,87.4,83.9,-5.3,53.9,1.9,0.0,1,,,,,,,,,,
-4.1,-3.6,-4.2,90.1,91.4,88.0,-5.5,175.6,1.6,0.0,2,,,,,,,,,,
-3.2,-2.9,-3.7,85.7,89.1,82.9,-5.3,159.7,2.8,0.0,2,,,,,,,,,,
-3.6,-3.1,-3.9,86.0,87.6,83.2,-5.6,250.6,1.1,0.0,2,,,,,,,,,,
-3.6,-3.3,-4.0,87.2,88.3,85.8,-5.4,282.4,0.8,0.0,2,,,,,,,,,,
-3.9,-3.1,-4.5,87.6,91.2,84.4,-5.7,287.1,2.1,0.0,2,,,,,,,,,,
