tavg,tx,tn,rhavg,rhx,rhn,td,ddavg,ffavg,rr,lwavg,pavg,gSunRadavg,tgavg_5_cm,tgavg_10_cm,tgavg_30_cm,smavg_10_cm,smavg_30_cm,tavg50,tx50,tn50
-0.30000000000000004,-0.1,-0.6000000000000001,83.2,84.7,81.4,-2.8,149.3,10.7,0.0,2,,,,,,,,,,
-0.6000000000000001,-0.30000000000000004,-0.7000000000000001,85.4,86.4,84.1,-2.7,156.7,8.0,0.0,2,,,,,,,,,,
-1.1,-0.7000000000000001,-1.6,87.6,90.2,85.8,-2.9,78.7,4.3,0.0,2,,,,,,,,,,
-1.7000000000000002,-1.5,-1.9,91.9,93.3,90.7,-2.8,117.7,4.8,0.0,2,,,,,,,,,,
-2.1,-1.5,-2.8,92.1,95.8,88.7,-3.2,197.8,5.2,0.0,1,,,,,,,,,,
-2.5,-1.8,-3.6,93.8,97.3,90.8,-3.4,278.3,3.1,0.0,1,,,,,,,,,,
-3.5,-3.1,-3.8,99.2,100.0,97.4,-3.6,46.1,2.5,0.0,1,,,,,,,,,,
-2.7,-2.5,-3.2,98.2,99.8,96.8,-2.9,328.6,2.6,0.0,1,,,,,,,,,,
-2.5,-2.2,-2.8,96.1,96.8,94.8,-3.0,340.4,3.9,0.0,1,,,,,,,,,,
-2.4,-2.4,-2.5,95.7,96.0,95.2,-3.0,357.4,1.7000000000000002,0.0,1,,,,,,,,,,
-2.6,-2.1,-3.0,96.0,97.8,94.7,-3.1,136.2,3.7,0.0,2,,,,,,,,,,
-1.5,-1.0,-2.1,93.5,98.1,89.4,-2.4,327.7,4.7,0.0,3,,,,,,,,,,
-0.9,-0.7000000000000001,-1.2,90.6,91.7,88.8,-2.2,166.5,4.8,0.0,4,,,,,,,,,,
-0.30000000000000004,-0.1,-0.6000000000000001,90.5,91.2,89.9,-1.7000000000000002,210.8,7.0,0.0,9,,,,,,,,,,
0.0,0.2,-0.2,91.1,91.5,90.7,-1.3,146.3,7.9,0.0,10,,,,,,,,,,
0.0,0.2,-0.1,92.0,93.2,91.0,-1.1,35.7,3.7,0.0,10,,,,,,,,,,
0.2,0.6000000000000001,-0.2,93.0,95.7,90.1,-0.8,150.3,6.3,0.0,10,,,,,,,,,,
0.4,0.5,0.30000000000000004,92.4,93.2,91.7,-0.7000000000000001,131.8,8.9,0.0,10,,,,,,,,,,
0.8,1.0,0.4,92.0,93.1,91.0,-0.30000000000000004,148.7,8.8,0.0,6,,,,,,,,,,
0.9,1.1,0.7000000000000001,91.1,92.0,90.3,-0.4,112.4,7.3,0.0,0,,,,,,,,,,
1.0,1.7000000000000002,0.7000000000000001,92.1,93.3,89.4,-0.1,139.3,9.6,0.0,0,,,,,,,,,,
1.6,1.9,1.3,89.9,91.2,88.1,0.1,170.0,9.8,0.0,0,,,,,,,,,,
2.4,2.8,2.1,87.9,89.4,85.9,0.6000000000000001,173.6,11.0,0.0,0,,,,,,,,,,
2.8,3.0,2.7,87.3,87.7,86.6,0.9,157.5,7.2,0.0,0,,,,,,,,,,
3.1,3.2,3.0,86.7,87.0,86.5,1.1,165.3,9.0,0.0,0,,,,,,,,,,
3.3,3.9,3.0,86.9,88.1,85.7,1.3,188.4,8.2,0.0,0,,,,,,,,,,
4.4,5.0,3.9,85.0,85.7,83.9,2.1,166.2,9.5,0.0,0,,,,,,,,,,
5.5,5.7,5.2,82.6,83.7,81.7,2.8,180.5,12.9,0.0,0,,,,,,,,,,
5.6,5.7,5.4,82.8,83.5,82.3,2.9,186.2,11.7,0.0,0,,,,,,,,,,
5.4,5.5,5.1,84.2,84.8,83.5,3.0,174.5,14.7,0.0,0,,,,,,,,,,
5.3,5.5,5.1,85.3,85.8,84.9,3.0,181.4,16.4,0.0,0,,,,,,,,,,
5.8,6.2,5.6,84.9,85.7,84.5,3.5,174.5,13.8,0.0,0,,,,,,,,,,
6.0,6.1,5.9,85.0,85.8,84.5,3.7,153.4,12.7,0.0,0,,,,,,,,,,
5.7,6.0,5.0,86.8,88.9,85.6,3.7,40.3,6.6,0.0,0,,,,,,,,,,
4.6,4.8,4.4,91.1,93.1,89.3,3.3,130.5,7.9,0.0,1,,,,,,,,,,
6.1,6.7,5.2,90.5,93.2,88.9,4.7,152.6,14.6,0.0,1,,,,,,,,,,
6.5,6.9,6.0,90.6,91.5,89.3,5.1,168.8,14.7,0.0,1,,,,,,,,,,
7.6,8.0,7.0,89.1,91.2,87.9,5.9,182.4,12.7,0.0,1,,,,,,,,,,
7.8,8.4,7.3,89.0,91.2,86.9,6.1,191.0,11.6,0.0,1,,,,,,,,,,
8.4,8.6,8.0,87.9,89.8,86.5,6.5,170.7,6.5,0.0,0,,,,,,,,,,
8.3,8.6,7.6,87.5,89.1,86.1,6.4,94.8,8.7,0.0,1,,,,,,,,,,
6.9,7.9,6.5,92.4,94.3,87.8,5.8,39.8,6.5,0.0,1,,,,,,,,,,
7.8,8.5,7.0,91.9,94.3,88.9,6.6,136.8,3.5,0.0,2,,,,,,,,,,
8.2,8.8,7.6,90.4,93.0,86.6,6.7,188.7,3.5,0.0,2,,,,,,,,,,
8.9,9.2,8.1,90.2,92.1,88.5,7.4,159.1,6.1,0.0,2,,,,,,,,,,
8.6,9.0,8.3,91.5,93.2,90.0,7.3,207.8,3.5,0.0,2,,,,,,,,,,
8.8,9.3,8.3,92.4,94.4,90.9,7.6,169.0,6.1,0.0,6,,,,,,,,,,
9.8,10.1,9.5,89.8,91.2,88.6,8.2,188.6,6.6,0.0,1,,,,,,,,,,
9.6,9.8,9.5,90.9,91.6,89.7,8.2,176.3,6.3,0.0,1,,,,,,,,,,
9.3,9.5,9.1,92.0,92.3,91.1,8.1,235.5,3.4,0.0,1,,,,,,,,,,
9.2,9.5,8.6,93.3,94.9,92.4,8.2,174.2,7.7,0.0,1,,,,,,,,,,
9.5,9.8,8.7,93.0,94.8,91.4,8.4,213.1,7.0,0.0,2,,,,,,,,,,
10.4,10.9,9.9,89.8,92.5,87.7,8.8,178.9,14.6,0.0,1,,,,,,,,,,
11.3,11.6,10.9,86.3,88.2,85.1,9.1,170.0,18.9,0.0,1,,,,,,,,,,
11.4,11.4,11.3,86.8,87.1,86.0,9.3,170.4,16.3,0.0,1,,,,,,,,,,
11.3,11.5,11.2,87.9,89.5,86.6,9.4,206.3,14.2,0.0,1,,,,,,,,,,
11.5,11.8,11.2,88.4,90.0,86.6,9.7,183.5,11.2,0.0,1,,,,,,,,,,
11.9,12.0,11.7,85.7,87.1,84.9,9.6,163.0,12.6,0.0,0,,,,,,,,,,
11.6,12.0,10.4,85.7,89.7,84.3,9.3,253.7,9.7,0.0,0,,,,,,,,,,
10.6,11.0,10.2,90.0,91.6,88.0,9.0,205.4,4.4,0.0,1,,,,,,,,,,
11.6,11.8,10.9,86.0,89.8,84.7,9.3,154.1,12.1,0.0,0,,,,,,,,,,
11.7,11.9,11.5,85.0,86.1,83.4,9.3,162.3,10.3,0.0,1,,,,,,,,,,
12.1,12.2,12.0,81.5,82.9,80.4,9.0,169.0,13.2,0.0,0,,,,,,,,,,
12.3,12.6,12.1,79.7,81.2,78.1,8.9,178.9,16.7,0.0,0,,,,,,,,,,
12.5,13.0,12.2,80.0,81.6,76.6,9.2,171.3,16.2,0.0,5,,,,,,,,,,
13.1,13.2,12.8,75.8,77.4,74.7,8.9,167.0,20.1,0.0,0,,,,,,,,,,
13.2,13.4,13.0,75.3,76.5,74.0,8.9,175.9,18.7,0.0,0,,,,,,,,,,
13.3,13.5,12.9,75.0,76.6,74.4,9.0,177.7,19.0,0.0,0,,,,,,,,,,
13.9,14.1,13.5,72.8,74.6,71.6,9.1,168.3,18.0,0.0,0,,,,,,,,,,
14.0,14.1,13.8,72.0,72.6,71.5,9.0,185.1,19.7,0.0,0,,,,,,,,,,
13.8,14.0,13.6,72.0,72.7,71.2,8.9,224.6,16.3,0.0,0,,,,,,,,,,
14.1,14.7,13.8,70.7,72.8,68.8,8.9,204.6,14.7,0.0,0,,,,,,,,,,
13.0,13.7,12.7,71.7,73.2,70.4,8.0,203.9,17.7,0.0,0,,,,,,,,,,
12.1,12.6,11.8,75.1,77.2,71.4,7.8,218.1,16.4,0.0,3,,,,,,,,,,
12.1,12.4,11.5,75.3,79.1,73.6,7.9,246.6,10.2,0.0,0,,,,,,,,,,
11.2,11.6,11.1,79.5,80.7,76.8,7.8,221.7,7.7,0.0,0,,,,,,,,,,
12.9,13.2,11.9,70.7,78.0,68.5,7.7,189.3,8.2,0.0,0,,,,,,,,,,
13.2,13.4,12.9,67.4,69.0,66.0,7.3,187.6,13.9,0.0,0,,,,,,,,,,
12.9,13.2,12.6,67.1,68.3,65.5,7.0,200.2,14.2,0.0,0,,,,,,,,,,
12.5,12.7,12.5,68.4,68.8,68.0,6.9,174.4,12.6,0.0,0,,,,,,,,,,
12.9,13.2,12.5,67.2,68.4,64.9,7.0,174.8,14.0,0.0,0,,,,,,,,,,
13.0,13.3,12.6,65.4,66.1,64.2,6.7,183.6,19.6,0.0,0,,,,,,,,,,
12.6,12.8,12.4,66.4,66.9,65.9,6.5,195.9,17.3,0.0,0,,,,,,,,,,
12.3,12.5,12.0,67.9,69.0,67.0,6.6,175.9,23.1,0.0,0,,,,,,,,,,
11.9,11.9,11.8,70.1,70.7,69.5,6.6,171.3,17.6,0.0,0,,,,,,,,,,
11.9,12.0,11.8,70.4,70.7,69.9,6.7,190.5,17.2,0.0,0,,,,,,,,,,
11.9,11.9,11.8,70.8,71.1,70.5,6.8,209.0,18.3,0.0,0,,,,,,,,,,
11.7,11.8,11.5,71.6,72.3,70.9,6.8,181.8,15.5,0.0,0,,,,,,,,,,
11.6,11.7,11.4,72.0,72.6,71.5,6.7,187.2,16.4,0.0,0,,,,,,,,,,
11.5,11.7,11.4,72.4,73.0,71.7,6.7,186.4,14.9,0.0,0,,,,,,,,,,
11.5,11.6,11.3,72.6,73.3,72.1,6.8,195.8,15.5,0.0,0,,,,,,,,,,
11.5,11.6,11.4,72.2,72.9,71.5,6.7,189.1,14.3,0.0,0,,,,,,,,,,
11.5,11.7,11.3,71.7,72.4,71.2,6.6,210.6,10.7,0.0,0,,,,,,,,,,
11.2,11.4,11.0,72.6,73.1,71.9,6.5,200.7,11.1,0.0,0,,,,,,,,,,
11.1,11.3,11.1,73.4,73.9,72.7,6.5,194.1,15.8,0.0,0,,,,,,,,,,
10.5,11.2,9.4,75.7,79.7,73.0,6.4,283.6,10.3,0.0,0,,,,,,,,,,
9.0,9.3,8.7,81.1,82.9,79.9,5.9,266.6,6.8,0.0,0,,,,,,,,,,
8.9,9.2,7.8,80.9,85.5,79.5,5.8,336.3,4.5,0.0,0,,,,,,,,,,
6.8,7.5,6.5,92.0,94.7,87.1,5.6,328.3,4.2,0.0,1,,,,,,,,,,
7.1,7.2,6.8,93.0,95.0,92.0,6.0,14.2,3.5,0.0,1,,,,,,,,,,
6.4,7.2,5.9,96.6,99.1,93.3,5.9,90.4,8.6,0.0,1,,,,,,,,,,
5.5,5.9,5.1,98.5,99.3,96.6,5.3,54.5,10.1,0.0,2,,,,,,,,,,
4.2,5.0,3.4,94.2,96.3,92.9,3.4,354.1,9.6,0.0,10,,,,,,,,,,
2.9,3.4,2.4,94.2,95.3,91.9,2.1,344.4,13.8,0.0,10,,,,,,,,,,
2.0,2.3,1.7000000000000002,91.3,92.1,90.5,0.7000000000000001,38.6,9.1,0.0,10,,,,,,,,,,
1.0,1.5,0.6000000000000001,94.5,96.5,91.1,0.2,119.8,7.2,0.0,10,,,,,,,,,,
0.4,0.6000000000000001,0.1,98.5,100.0,97.0,0.2,85.6,8.7,0.0,10,,,,,,,,,,
-0.1,0.1,-0.30000000000000004,100.0,100.0,100.0,-0.1,18.9,7.9,0.0,10,,,,,,,,,,
-0.4,-0.30000000000000004,-0.5,100.0,100.0,100.0,-0.4,49.9,9.1,0.0,10,,,,,,,,,,
-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,100.0,100.0,100.0,-0.6000000000000001,308.5,6.0,0.0,10,,,,,,,,,,
-0.7000000000000001,-0.6000000000000001,-0.8,100.0,100.0,100.0,-0.7000000000000001,336.3,8.3,0.0,10,,,,,,,,,,
-1.2,-1.0,-1.4,100.0,100.0,100.0,-1.2,335.8,12.9,0.0,10,,,,,,,,,,
-1.5,-1.4,-1.6,100.0,100.0,100.0,-1.5,16.6,9.2,0.0,10,,,,,,,,,,
-1.8,-1.7000000000000002,-2.0,100.0,100.0,100.0,-1.8,22.8,10.6,0.0,10,,,,,,,,,,
-2.0,-1.9,-2.1,100.0,100.0,100.0,-2.0,26.3,12.5,0.0,10,,,,,,,,,,
-2.1,-2.1,-2.2,100.0,100.0,100.0,-2.1,12.8,10.1,0.0,10,,,,,,,,,,
-2.1,-2.1,-2.2,100.0,100.0,100.0,-2.1,13.3,9.0,0.0,10,,,,,,,,,,
-2.1,-2.1,-2.1,100.0,100.0,100.0,-2.1,16.1,6.7,0.0,10,,,,,,,,,,
-2.0,-1.9,-2.0,100.0,100.0,100.0,-2.0,19.4,8.4,0.0,10,,,,,,,,,,
-1.6,-1.3,-1.9,100.0,100.0,100.0,-1.6,55.3,8.6,0.0,10,,,,,,,,,,
-1.1,-0.8,-1.3,100.0,100.0,100.0,-1.1,318.5,3.8,0.0,10,,,,,,,,,,
-0.7000000000000001,-0.4,-0.9,100.0,100.0,100.0,-0.7000000000000001,356.8,3.7,0.0,10,,,,,,,,,,
-0.4,-0.2,-0.5,100.0,100.0,100.0,-0.4,272.8,4.2,0.0,10,,,,,,,,,,
-0.7000000000000001,-0.6000000000000001,-0.8,100.0,100.0,100.0,-0.7000000000000001,194.5,7.5,0.0,10,,,,,,,,,,
-0.6000000000000001,-0.30000000000000004,-0.8,100.0,100.0,100.0,-0.6000000000000001,23.7,6.1,0.0,10,,,,,,,,,,
-0.30000000000000004,-0.2,-0.4,100.0,100.0,100.0,-0.30000000000000004,190.2,2.9,0.0,10,,,,,,,,,,
-0.4,-0.4,-0.5,100.0,100.0,100.0,-0.4,225.6,3.6,0.0,10,,,,,,,,,,
-0.2,0.0,-0.4,98.4,100.0,95.6,-0.4,299.4,4.4,0.0,10,,,,,,,,,,
0.0,0.1,0.0,94.7,95.7,93.9,-0.7000000000000001,277.1,3.8,0.0,10,,,,,,,,,,
-0.1,0.0,-0.2,93.5,95.1,92.1,-1.0,355.1,3.7,0.0,10,,,,,,,,,,
-0.30000000000000004,-0.2,-0.4,94.0,95.2,93.0,-1.1,344.3,3.3,0.0,10,,,,,,,,,,
-0.4,-0.2,-0.5,93.5,94.1,93.0,-1.3,142.4,2.6,0.0,10,,,,,,,,,,
-0.7000000000000001,-0.5,-0.9,96.5,98.2,94.8,-1.2,172.8,2.6,0.0,9,,,,,,,,,,
-0.6000000000000001,-0.5,-0.8,96.2,97.5,94.7,-1.1,357.5,2.6,0.0,8,,,,,,,,,,
-0.6000000000000001,-0.5,-0.7000000000000001,94.2,95.6,93.5,-1.4,317.8,4.1,0.0,7,,,,,,,,,,
-0.4,-0.30000000000000004,-0.5,91.2,91.7,90.7,-1.7000000000000002,321.5,3.8,0.0,8,,,,,,,,,,
-0.8,-0.5,-1.1,92.5,94.8,90.8,-1.9,315.1,2.2,0.0,7,,,,,,,,,,
-1.2,-1.0,-1.3,95.3,95.8,95.1,-1.9,205.6,1.8,0.0,5,,,,,,,,,,
-1.3,-1.3,-1.4,94.8,96.0,93.6,-2.0,294.5,2.8,0.0,4,,,,,,,,,,
-1.5,-1.4,-1.6,92.7,94.3,90.0,-2.5,303.8,3.5,0.0,4,,,,,,,,,,
-2.0,-1.6,-2.2,91.4,92.8,89.8,-3.2,312.5,0.4,0.0,3,,,,,,,,,,
-2.1,-1.7000000000000002,-2.4,89.6,93.6,85.7,-3.6,181.6,1.9,0.0,2,,,,,,,,,,
-2.3,-1.9,-2.5,88.4,91.9,82.6,-4.0,324.8,1.8,0.0,2,,,,,,,,,,
-2.3,-1.8,-2.9,82.9,87.4,78.0,-4.8,43.3,2.7,0.0,2,,,,,,,,,,
-3.2,-2.8,-3.6,88.0,90.1,86.3,-4.9,318.1,1.2,0.0,1,,,,,,,,,,
-2.9,-2.6,-3.1,87.0,89.9,83.9,-4.8,1.6,3.6,0.0,1,,,,,,,,,,
-3.7,-3.2,-4.2,91.2,94.2,89.2,-4.9,153.5,2.7,0.0,1,,,,,,,,,,
-3.9,-3.8,-4.0,91.5,94.4,88.7,-5.1,198.1,1.9,0.0,1,,,,,,,,,,
-4.1,-3.6,-4.5,89.6,90.9,87.5,-5.6,306.1,1.3,0.0,1,,,,,,,,,,
-3.9,-3.3,-4.8,86.8,92.4,84.1,-5.8,296.7,2.9,0.0,1,,,,,,,,,,
-5.1,-4.5,-5.6,94.3,95.6,92.2,-5.9,236.7,2.2,0.0,1,,,,,,,,,,
-4.6,-4.3,-5.1,91.6,92.5,90.3,-5.8,238.3,3.2,0.0,1,,,,,,,,,,
-5.7,-5.3,-6.2,94.4,96.7,91.9,-6.5,175.5,3.6,0.0,1,,,,,,,,,,
-5.6,-5.3,-5.7,94.4,95.3,93.5,-6.4,275.9,2.3,0.0,1,,,,,,,,,,
-6.1,-5.6,-6.8,95.7,97.9,92.8,-6.7,54.8,1.6,0.0,1,,,,,,,,,,
-5.7,-5.4,-6.2,95.3,97.2,92.9,-6.3,109.9,3.8,0.0,1,,,,,,,,,,
-5.8,-5.2,-6.2,93.5,95.5,90.8,-6.7,67.7,2.0,0.0,1,,,,,,,,,,
-6.3,-5.9,-6.9,95.8,97.3,94.3,-6.9,128.2,1.5,0.0,1,,,,,,,,,,
-6.3,-6.1,-6.9,97.8,98.5,96.9,-6.6,135.5,3.8,0.0,1,,,,,,,,,,
-6.0,-5.7,-6.2,96.9,97.8,95.6,-6.4,332.3,1.1,0.0,1,,,,,,,,,,
-6.7,-6.2,-7.2,95.8,97.2,94.4,-7.3,292.8,2.0,0.0,1,,,,,,,,,,
-6.4,-6.2,-6.8,96.1,97.3,95.1,-6.9,209.9,3.7,0.0,1,,,,,,,,,,
-7.1,-6.8,-7.3,97.3,98.6,96.0,-7.5,302.6,3.7,0.0,1,,,,,,,,,,
-6.7,-5.9,-7.0,98.5,99.9,93.6,-6.9,119.9,2.8,0.0,1,,,,,,,,,,
-5.9,-4.8,-7.4,94.3,97.3,89.5,-6.7,145.8,3.8,0.0,1,,,,,,,,,,
-3.4,-2.5,-4.7,84.7,89.9,80.5,-5.6,329.3,1.8,0.0,3,,,,,,,,,,
-2.5,-0.30000000000000004,-4.3,80.9,87.3,68.4,-5.3,311.6,1.9,0.0,5,,,,,,,,,,
-1.0,0.2,-1.8,70.2,73.8,66.0,-5.7,319.7,1.8,0.0,9,,,,,,,,,,
0.4,1.3,-1.3,69.5,73.5,66.8,-4.5,146.4,2.2,0.0,10,,,,,,,,,,
0.2,1.1,-0.30000000000000004,67.4,70.0,63.9,-5.1,248.5,2.7,0.0,7,,,,,,,,,,
-1.1,0.2,-1.6,72.6,75.0,65.5,-5.4,302.0,4.5,0.0,2,,,,,,,,,,
-1.0,1.2,-1.8,71.5,75.5,60.4,-5.5,355.7,3.8,0.0,3,,,,,,,,,,
1.3,3.6,-0.4,62.8,70.4,53.9,-5.0,150.3,2.3,0.0,2,,,,,,,,,,
2.7,3.5,1.7000000000000002,57.4,60.7,51.9,-4.8,357.8,1.7000000000000002,0.0,0,,,,,,,,,,
1.1,1.7000000000000002,0.2,67.2,72.7,61.5,-4.3,310.6,3.1,0.0,0,,,,,,,,,,
-0.7000000000000001,0.1,-1.0,75.7,78.3,72.0,-4.4,281.6,5.1,0.0,0,,,,,,,,,,
-0.6000000000000001,-0.30000000000000004,-0.7000000000000001,74.8,77.2,71.2,-4.5,291.8,4.0,0.0,0,,,,,,,,,,
0.9,2.5,-0.30000000000000004,65.8,70.1,59.6,-4.7,285.6,1.9,0.0,0,,,,,,,,,,
-0.6000000000000001,0.4,-1.6,67.7,72.1,65.2,-5.8,292.5,3.6,0.0,0,,,,,,,,,,
-1.8,-1.6,-2.3,72.7,75.7,70.7,-6.0,212.7,1.6,0.0,0,,,,,,,,,,
-2.4,-2.2,-2.5,76.3,77.8,74.6,-6.0,162.4,3.3,0.0,0,,,,,,,,,,
-2.6,-2.4,-3.2,77.3,80.8,75.9,-6.0,167.6,3.6,0.0,0,,,,,,,,,,
-3.0,-2.8,-3.3,80.3,82.9,78.5,-5.9,198.0,3.0,0.0,0,,,,,,,,,,
-3.2,-3.0,-3.5,87.6,90.8,83.3,-5.0,214.6,4.2,0.0,1,,,,,,,,,,
-3.0,-2.7,-3.4,88.1,89.1,86.7,-4.7,236.6,3.7,0.0,1,,,,,,,,,,
-3.5,-3.1,-3.8,89.6,90.8,87.6,-5.0,165.9,4.6,0.0,1,,,,,,,,,,
-3.9,-3.7,-4.0,89.0,89.8,87.8,-5.4,193.0,4.7,0.0,1,,,,,,,,,,
-3.7,-3.6,-3.9,85.8,87.2,85.0,-5.7,169.2,5.3,0.0,1,,,,,,,,,,
-4.1,-3.8,-4.5,88.0,89.9,85.9,-5.8,175.1,5.5,0.0,1,,,,,,,,,,
-4.3,-4.0,-4.5,88.2,89.8,86.2,-6.0,170.7,6.4,0.0,1,,,,,,,,,,
-4.5,-4.3,-4.8,87.7,89.4,86.3,-6.2,164.1,5.5,0.0,1,,,,,,,,,,
-4.7,-4.6,-4.9,87.5,89.3,86.7,-6.5,193.8,5.7,0.0,1,,,,,,,,,,
-4.9,-4.6,-5.1,86.3,87.2,84.8,-6.8,228.9,5.5,0.0,0,,,,,,,,,,
-5.6,-5.1,-5.9,88.9,90.9,86.2,-7.1,165.1,3.0,0.0,0,,,,,,,,,,
-5.7,-5.5,-6.3,88.7,90.6,87.1,-7.3,239.8,3.4,0.0,0,,,,,,,,,,
-5.6,-5.4,-5.9,86.0,89.0,84.2,-7.6,180.0,3.1,0.0,0,,,,,,,,,,
-5.8,-5.5,-6.2,85.4,87.0,83.9,-7.9,204.5,3.3,0.0,0,,,,,,,,,,
-5.9,-5.7,-6.2,86.8,88.3,86.2,-7.7,228.3,3.7,0.0,0,,,,,,,,,,
-5.7,-5.4,-5.9,85.1,86.4,83.6,-7.8,176.6,5.5,0.0,0,,,,,,,,,,
-5.9,-5.8,-6.1,85.7,86.3,85.4,-7.9,208.8,4.3,0.0,0,,,,,,,,,,
-6.1,-5.9,-6.3,86.1,87.0,85.3,-8.0,174.9,1.8,0.0,0,,,,,,,,,,
-6.4,-6.2,-6.5,86.6,87.3,85.9,-8.3,164.6,2.4,0.0,0,,,,,,,,,,
-6.5,-6.3,-6.8,86.8,87.8,85.9,-8.3,169.9,3.2,0.0,0,,,,,,,,,,
-6.5,-6.2,-6.9,87.4,89.0,85.3,-8.2,171.5,3.3,0.0,0,,,,,,,,,,
-6.4,-6.1,-7.0,86.9,89.2,85.0,-8.2,248.9,4.1,0.0,0,,,,,,,,,,
-6.5,-6.1,-6.8,86.3,88.3,85.0,-8.4,174.0,3.2,0.0,0,,,,,,,,,,
-6.3,-5.9,-7.0,85.4,87.4,83.4,-8.3,269.2,4.0,0.0,0,,,,,,,,,,
-7.4,-7.0,-7.8,91.3,93.7,88.4,-8.6,214.1,3.1,0.0,0,,,,,,,,,,
-7.5,-7.3,-7.7,93.9,95.0,92.2,-8.3,152.2,3.5,0.0,0,,,,,,,,,,
-7.7,-7.4,-8.2,92.9,94.2,90.6,-8.6,268.6,2.6,0.0,0,,,,,,,,,,
-6.5,-6.3,-7.4,89.0,93.8,86.5,-8.0,149.4,3.9,0.0,0,,,,,,,,,,
-6.2,-5.7,-6.7,86.2,88.5,83.2,-8.1,193.1,2.8,0.0,0,,,,,,,,,,
-4.7,-4.0,-5.6,80.6,84.1,78.7,-7.5,169.4,2.7,0.0,0,,,,,,,,,,
-3.0,-2.2,-3.7,75.1,78.6,72.2,-6.8,181.8,3.0,0.0,0,,,,,,,,,,
-1.5,-0.7000000000000001,-2.1,71.1,73.1,69.0,-6.0,149.7,2.8,0.0,0,,,,,,,,,,
-1.2,-0.30000000000000004,-1.5,73.0,74.6,70.5,-5.4,129.2,3.7,0.0,0,,,,,,,,,,
0.7000000000000001,1.3,-0.1,67.9,69.6,65.8,-4.5,140.1,3.6,0.0,0,,,,,,,,,,
1.9,2.3,1.3,63.9,66.6,61.7,-4.2,159.8,3.5,0.0,0,,,,,,,,,,
1.8,2.1,1.5,62.7,66.5,59.2,-4.5,186.6,6.8,0.0,0,,,,,,,,,,
2.3,2.9,1.8,54.1,60.9,48.5,-6.0,195.5,10.3,0.0,0,,,,,,,,,,
3.2,3.5,3.1,51.5,53.5,49.0,-5.8,168.3,7.9,0.0,0,,,,,,,,,,
3.5,3.8,3.2,48.1,51.7,45.9,-6.4,172.1,8.9,0.0,3,,,,,,,,,,
3.7,3.9,3.6,49.6,52.2,46.9,-5.8,174.3,7.8,0.0,2,,,,,,,,,,
3.6,3.9,3.4,51.2,56.1,48.9,-5.5,178.3,8.4,0.0,7,,,,,,,,,,
3.2,3.4,2.9,54.1,56.2,51.8,-5.2,177.5,8.4,0.0,1,,,,,,,,,,
2.6,3.0,2.2,56.3,58.5,53.2,-5.2,181.9,7.8,0.0,3,,,,,,,,,,
1.5,2.2,1.1,57.7,58.5,56.4,-5.9,178.8,8.8,0.0,3,,,,,,,,,,
0.6000000000000001,0.9,0.30000000000000004,60.9,62.5,59.1,-6.0,176.2,10.7,0.0,1,,,,,,,,,,
-0.1,0.2,-0.2,64.8,66.1,62.8,-5.9,166.3,8.9,0.0,0,,,,,,,,,,
-0.5,-0.30000000000000004,-0.8,66.8,69.3,63.8,-5.9,162.5,5.4,0.0,0,,,,,,,,,,
-1.0,-0.5,-1.2,68.8,70.5,64.7,-6.0,168.0,5.2,0.0,0,,,,,,,,,,
-1.4,-1.0,-1.7000000000000002,71.8,73.0,69.5,-5.8,179.1,7.6,0.0,0,,,,,,,,,,
